customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Probability_percent,Risk_Level,Retention_Action
3675-EQOZA,Male,0,No,No,5,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,0,0.15311918625989893,15.311918625989893,Low Risk,Regular engagement
0840-DCNZE,Male,0,No,No,47,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,0,0.04554667740636053,4.554667740636053,Low Risk,Regular engagement
1732-FEKLD,Female,0,No,No,54,Fiber optic,No,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,0,0.18755509807983325,18.755509807983326,Low Risk,Regular engagement
9862-KJTYK,Male,0,No,Yes,19,DSL,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,0,0.3087670472088243,30.87670472088243,Low Risk,Regular engagement
0479-HMSWA,Female,0,No,Yes,26,Fiber optic,No,Yes,Two year,Yes,Electronic check,105.45,2715.3,0,0.17236374217265524,17.236374217265524,Low Risk,Regular engagement
5854-KSRBJ,Male,0,Yes,Yes,70,No,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,0,0.00299388742871079,0.299388742871079,Low Risk,Regular engagement
0365-BZUWY,Male,0,Yes,No,17,Fiber optic,No,No,Month-to-month,Yes,Electronic check,102.55,1742.5,0,0.7414284301803321,74.1428430180332,High Risk,Immediate retention intervention
4817-VYYWS,Female,0,No,No,30,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.2,2983.8,1,0.6446188616423805,64.46188616423805,Medium Risk,Protective Engagement
5701-SVCWR,Female,0,No,Yes,1,No,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,0,0.20402571205550635,20.402571205550636,Low Risk,Regular engagement
3129-AAQOU,Female,0,Yes,Yes,19,No,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,0,0.02760003348990873,2.7600033489908733,Low Risk,Regular engagement
4922-CVPDX,Female,0,Yes,No,26,DSL,No,No,Two year,Yes,Credit card (automatic),73.5,1905.7,0,0.09231766189542907,9.231766189542908,Low Risk,Regular engagement
1396-QWFBJ,Female,0,Yes,Yes,21,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,1,0.3651428970049933,36.51428970049933,Low Risk,Regular engagement
1357-BIJKI,Male,0,Yes,No,50,Fiber optic,No,No,One year,Yes,Electronic check,98.25,4858.7,0,0.3571337637362587,35.71337637362587,Low Risk,Regular engagement
1099-BTKWT,Female,0,Yes,No,68,DSL,Yes,No,One year,Yes,Electronic check,54.4,3723.65,0,0.06814485336447879,6.814485336447879,Low Risk,Regular engagement
5299-SJCZT,Male,0,No,No,3,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1,0.746994427238461,74.6994427238461,High Risk,Immediate retention intervention
2018-PZKMU,Male,0,Yes,Yes,9,Fiber optic,No,Yes,Month-to-month,No,Electronic check,103.1,970.45,0,0.5088225147634332,50.88225147634332,Medium Risk,Protective Engagement
7340-KEFQE,Female,0,Yes,Yes,51,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),34.2,1782.0,0,0.009786752482450386,0.9786752482450386,Low Risk,Regular engagement
4570-QHXHL,Female,0,No,No,9,DSL,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,0,0.44135313150905425,44.135313150905425,Medium Risk,Protective Engagement
2403-BCASL,Male,1,Yes,Yes,41,Fiber optic,No,Yes,One year,Yes,Electronic check,111.95,4534.9,1,0.3061101816544132,30.611018165441322,Low Risk,Regular engagement
7392-YYPYJ,Male,0,No,No,22,Fiber optic,No,No,Month-to-month,Yes,Electronic check,100.65,2415.95,0,0.7064998778131022,70.64998778131022,High Risk,Immediate retention intervention
2898-LSJGD,Female,0,Yes,Yes,21,DSL,Yes,No,One year,Yes,Electronic check,55.95,1157.05,1,0.24922246251850155,24.922246251850154,Low Risk,Regular engagement
2223-GDSHL,Male,0,Yes,Yes,71,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,0,0.0442350107925113,4.42350107925113,Low Risk,Regular engagement
7359-PTSXY,Male,0,No,No,1,DSL,No,No,Month-to-month,No,Electronic check,45.75,45.75,1,0.41984914605272705,41.98491460527271,Medium Risk,Protective Engagement
9470-RTWDV,Male,0,Yes,Yes,26,DSL,No,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,0,0.1419576417605374,14.195764176053741,Low Risk,Regular engagement
2176-OSJUV,Male,0,Yes,No,71,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),65.15,4681.75,0,0.005442874221611631,0.5442874221611631,Low Risk,Regular engagement
9348-YVOMK,Male,0,No,No,4,DSL,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,0,0.38677053590716487,38.67705359071649,Low Risk,Regular engagement
8104-OSKWT,Female,0,No,No,12,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,79.8,1001.2,0,0.5926283963864023,59.26283963864023,Medium Risk,Protective Engagement
4521-YEEHE,Female,0,Yes,No,18,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,88.85,1594.75,0,0.6298320378349043,62.983203783490424,Medium Risk,Protective Engagement
4090-KPJIP,Female,0,No,No,3,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,0,0.7447442657835794,74.47442657835795,High Risk,Immediate retention intervention
3786-WOVKF,Female,1,Yes,No,72,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),106.85,7677.4,0,0.1350934920959381,13.50934920959381,Low Risk,Regular engagement
4503-BDXBD,Male,0,No,No,11,Fiber optic,No,No,Month-to-month,No,Electronic check,74.95,815.5,1,0.4983828568119582,49.83828568119582,Medium Risk,Protective Engagement
6086-ESGRL,Female,0,No,No,1,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),80.15,80.15,1,0.5712696980678905,57.12696980678905,Medium Risk,Protective Engagement
2592-HODOV,Male,0,No,No,13,No,No internet service,No internet service,One year,No,Credit card (automatic),19.3,259.65,0,0.059010281867918554,5.901028186791855,Low Risk,Regular engagement
3886-CERTZ,Female,0,Yes,No,72,Fiber optic,No,Yes,One year,Yes,Electronic check,109.25,8109.8,1,0.19326558137250355,19.326558137250355,Low Risk,Regular engagement
7995-ZHHNZ,Male,0,Yes,No,42,DSL,Yes,No,One year,No,Credit card (automatic),56.1,2386.85,0,0.04282162628496175,4.282162628496175,Low Risk,Regular engagement
3824-RHKVR,Female,0,No,No,17,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,0,0.09249368665691811,9.249368665691811,Low Risk,Regular engagement
5816-SCGFC,Female,1,No,No,7,DSL,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,0,0.36569952493146013,36.56995249314601,Low Risk,Regular engagement
5989-AXPUC,Female,0,Yes,No,68,Fiber optic,Yes,Yes,Two year,No,Mailed check,118.6,7990.05,0,0.040759816557264,4.0759816557264,Low Risk,Regular engagement
4979-HPRFL,Male,0,Yes,Yes,56,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,0,0.00533605177023132,0.533605177023132,Low Risk,Regular engagement
8590-OHDIW,Female,0,Yes,Yes,38,No,No internet service,No internet service,One year,No,Mailed check,20.3,749.35,0,0.01685942477930867,1.6859424779308672,Low Risk,Regular engagement
8015-IHCGW,Female,0,Yes,Yes,72,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,0,0.06201260044881075,6.201260044881074,Low Risk,Regular engagement
2332-TODQS,Female,0,No,No,48,No,No internet service,No internet service,One year,No,Credit card (automatic),25.05,1171.5,0,0.016536615059457464,1.6536615059457465,Low Risk,Regular engagement
9278-VZKCD,Female,1,Yes,No,52,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,109.1,5647.95,0,0.45551595760531116,45.551595760531114,Medium Risk,Protective Engagement
8008-OTEZX,Female,0,Yes,Yes,35,No,No internet service,No internet service,One year,No,Mailed check,19.65,708.8,0,0.019759868434865463,1.9759868434865462,Low Risk,Regular engagement
2773-OVBPK,Male,0,Yes,No,67,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),111.3,7567.2,0,0.08377041835221397,8.377041835221396,Low Risk,Regular engagement
5999-LCXAO,Female,0,No,No,1,DSL,Yes,No,Month-to-month,No,Mailed check,29.9,29.9,0,0.3798606461870629,37.98606461870629,Low Risk,Regular engagement
5206-XZZQI,Male,0,No,No,53,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,80.6,4348.1,0,0.16069309479834043,16.069309479834043,Low Risk,Regular engagement
4803-LBYPN,Male,0,Yes,Yes,34,No,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,635.9,0,0.03992535891133733,3.992535891133733,Low Risk,Regular engagement
5759-RCVCB,Female,0,No,No,3,DSL,No,No,Month-to-month,No,Credit card (automatic),35.2,108.95,1,0.48920130390808214,48.92013039080821,Medium Risk,Protective Engagement
6372-RFVNS,Female,0,Yes,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,78.8,78.8,1,0.6824719719916736,68.24719719916736,Medium Risk,Protective Engagement
2139-FQHLM,Male,0,No,No,19,Fiber optic,No,Yes,Month-to-month,No,Mailed check,89.95,1682.4,0,0.36935425529442434,36.93542552944243,Low Risk,Regular engagement
8261-GWDBQ,Female,1,Yes,No,60,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,0,0.07719722724800583,7.719722724800583,Low Risk,Regular engagement
1093-YSWCA,Male,0,No,No,11,No,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,0,0.03379771592219025,3.379771592219025,Low Risk,Regular engagement
8938-UMKPI,Female,0,No,No,47,Fiber optic,No,No,Month-to-month,Yes,Electronic check,106.4,5127.95,1,0.5364038973081809,53.64038973081809,Medium Risk,Protective Engagement
0991-BRRFB,Male,0,No,No,18,DSL,Yes,No,Month-to-month,No,Electronic check,49.4,874.8,1,0.20160833205378154,20.160833205378154,Low Risk,Regular engagement
3882-IYOIJ,Female,0,Yes,Yes,60,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,0,0.03674204695551064,3.6742046955510643,Low Risk,Regular engagement
8749-TZYEC,Male,0,Yes,No,72,No,No internet service,No internet service,Two year,No,Credit card (automatic),24.8,1874.3,0,0.003166650127244507,0.3166650127244507,Low Risk,Regular engagement
1755-FZQEC,Male,0,No,No,39,No,No internet service,No internet service,One year,No,Mailed check,19.9,791.15,0,0.020478517147419103,2.04785171474191,Low Risk,Regular engagement
3115-JPJDD,Female,0,Yes,No,59,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),81.25,4639.45,0,0.06681707459756864,6.681707459756864,Low Risk,Regular engagement
5600-KTXFM,Male,0,Yes,Yes,2,Fiber optic,No,No,Month-to-month,No,Mailed check,69.95,143.9,0,0.4903842928376162,49.03842928376162,Medium Risk,Protective Engagement
3871-IKPYH,Male,1,No,No,1,Fiber optic,No,No,Month-to-month,No,Electronic check,69.1,69.1,1,0.662807018100782,66.2807018100782,Medium Risk,Protective Engagement
6319-IEJWJ,Male,0,Yes,Yes,20,Fiber optic,No,No,Month-to-month,Yes,Electronic check,90.2,1776.55,1,0.6311258156054854,63.11258156054854,Medium Risk,Protective Engagement
9025-AOMKI,Female,0,No,No,6,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,1,0.7494930450442177,74.94930450442176,High Risk,Immediate retention intervention
6339-TBELP,Male,0,No,No,71,Fiber optic,No,Yes,Two year,Yes,Credit card (automatic),86.4,6172.0,0,0.03802209507765981,3.8022095077659808,Low Risk,Regular engagement
7964-YESJC,Female,0,Yes,No,24,DSL,Yes,No,Month-to-month,No,Mailed check,66.3,1559.45,0,0.13905521085758835,13.905521085758835,Low Risk,Regular engagement
6173-GOLSU,Male,1,Yes,No,67,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,0,0.3540033075649951,35.40033075649951,Low Risk,Regular engagement
5275-SQEIZ,Male,0,No,No,1,Fiber optic,No,No,Month-to-month,Yes,Mailed check,80.85,80.85,1,0.6828461958458343,68.28461958458342,Medium Risk,Protective Engagement
7716-YTYHG,Female,0,Yes,Yes,48,Fiber optic,No,No,One year,Yes,Mailed check,82.05,4029.95,1,0.22497202270910524,22.497202270910524,Low Risk,Regular engagement
9938-ZREHM,Female,0,Yes,No,37,DSL,No,Yes,One year,No,Mailed check,72.1,2658.4,0,0.0664687979071593,6.64687979071593,Low Risk,Regular engagement
7950-XWOVN,Male,0,No,No,11,DSL,No,No,Month-to-month,No,Mailed check,34.7,383.55,0,0.336516994438447,33.6516994438447,Low Risk,Regular engagement
4390-KYULV,Male,0,Yes,No,3,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.55,51.15,1,0.22168294468957658,22.168294468957658,Low Risk,Regular engagement
4647-MUZON,Female,0,Yes,No,18,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,0,0.587984604362476,58.7984604362476,Medium Risk,Protective Engagement
9702-AIUJO,Male,0,Yes,Yes,50,DSL,No,No,One year,Yes,Bank transfer (automatic),44.8,2230.85,0,0.039592398403611215,3.9592398403611213,Low Risk,Regular engagement
8849-PRIQJ,Female,0,Yes,Yes,67,Fiber optic,Yes,Yes,One year,Yes,Electronic check,109.4,7281.6,0,0.13672218539528802,13.672218539528803,Low Risk,Regular engagement
8851-RAGOV,Female,0,Yes,No,25,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,71.05,1837.7,0,0.13846055605853036,13.846055605853035,Low Risk,Regular engagement
1304-NECVQ,Female,1,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,1,0.7776671288627206,77.76671288627206,High Risk,Immediate retention intervention
5396-IZEPB,Male,0,No,No,9,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,180.7,0,0.13070633465324674,13.070633465324674,Low Risk,Regular engagement
1729-VLAZJ,Female,0,No,Yes,10,DSL,Yes,Yes,One year,No,Mailed check,40.25,411.45,0,0.08716732732892828,8.716732732892828,Low Risk,Regular engagement
8285-ABVLB,Female,0,Yes,No,70,No,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1328.35,0,0.002276411032173314,0.2276411032173314,Low Risk,Regular engagement
0701-TJSEF,Male,0,No,No,9,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,0,0.23839416852258832,23.839416852258832,Low Risk,Regular engagement
5712-VBOXD,Female,0,No,No,4,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,68.45,0,0.2084928154013748,20.84928154013748,Low Risk,Regular engagement
6629-LADHQ,Female,0,No,No,2,DSL,Yes,No,Month-to-month,No,Mailed check,50.95,123.05,0,0.24661608392331918,24.661608392331917,Low Risk,Regular engagement
8945-GRKHX,Female,0,No,Yes,1,Fiber optic,No,No,Month-to-month,No,Electronic check,78.65,78.65,1,0.62746167903014,62.746167903014005,Medium Risk,Protective Engagement
1559-DTODC,Male,0,No,No,19,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,0,0.362686678152084,36.2686678152084,Low Risk,Regular engagement
4797-MIWUM,Male,0,Yes,Yes,7,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,0,0.1659159127809803,16.59159127809803,Low Risk,Regular engagement
6959-UWKHF,Male,0,No,No,1,DSL,No,No,Month-to-month,Yes,Electronic check,42.9,42.9,1,0.5332683999660172,53.32683999660171,Medium Risk,Protective Engagement
8720-RQSBJ,Male,1,No,No,1,DSL,No,No,Month-to-month,No,Electronic check,44.0,44.0,0,0.46834991075516214,46.834991075516214,Medium Risk,Protective Engagement
4537-CIBHB,Female,0,Yes,Yes,9,No,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,0,0.06094835992027327,6.094835992027327,Low Risk,Regular engagement
3815-SLMEF,Female,0,No,No,3,DSL,Yes,Yes,Month-to-month,No,Mailed check,34.25,139.35,1,0.2849954795126074,28.49954795126074,Low Risk,Regular engagement
5154-VEKBL,Female,0,No,No,9,DSL,Yes,Yes,Month-to-month,No,Mailed check,58.5,539.85,1,0.3305100196624297,33.05100196624297,Low Risk,Regular engagement
4324-AHJKS,Female,0,No,No,5,DSL,Yes,No,Month-to-month,No,Credit card (automatic),55.8,300.4,0,0.20215696158649304,20.215696158649305,Low Risk,Regular engagement
4355-CVPVS,Female,0,Yes,Yes,56,Fiber optic,No,No,One year,No,Bank transfer (automatic),88.9,4968.0,0,0.11980662479287373,11.980662479287373,Low Risk,Regular engagement
4495-LHSSK,Female,0,No,Yes,18,DSL,Yes,No,Month-to-month,No,Mailed check,57.65,992.7,0,0.15194578788559165,15.194578788559166,Low Risk,Regular engagement
5655-JSMZM,Male,1,No,No,49,Fiber optic,No,No,Month-to-month,Yes,Electronic check,96.2,4718.25,1,0.5850700653917859,58.50700653917858,Medium Risk,Protective Engagement
5915-ANOEI,Male,0,Yes,No,70,DSL,Yes,Yes,Two year,No,Mailed check,79.15,5536.5,0,0.009225676616613557,0.9225676616613557,Low Risk,Regular engagement
9861-PDSZP,Female,0,No,No,72,Fiber optic,No,Yes,Two year,Yes,Credit card (automatic),108.05,7806.6,0,0.07134218073399438,7.134218073399438,Low Risk,Regular engagement
4505-EXZHB,Female,1,No,No,6,Fiber optic,No,No,Month-to-month,No,Electronic check,74.4,434.1,1,0.6068387557813212,60.68387557813212,Medium Risk,Protective Engagement
7225-CBZPL,Male,1,Yes,No,17,Fiber optic,No,No,Month-to-month,Yes,Electronic check,94.8,1563.9,0,0.787006565199441,78.7006565199441,High Risk,Immediate retention intervention
6704-UTUKK,Male,0,Yes,No,29,DSL,No,No,Month-to-month,Yes,Electronic check,45.9,1332.4,0,0.4885222951493823,48.85222951493823,Medium Risk,Protective Engagement
4587-VVTOX,Female,0,Yes,No,6,Fiber optic,No,No,Month-to-month,Yes,Electronic check,105.3,545.2,1,0.7739471322615287,77.39471322615287,High Risk,Immediate retention intervention
2019-HDCZY,Male,0,Yes,No,63,Fiber optic,No,No,Two year,No,Electronic check,102.6,6296.75,0,0.12427090695655403,12.427090695655403,Low Risk,Regular engagement
4652-NNHNY,Male,0,Yes,No,16,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,1,0.5871753602985834,58.717536029858344,Medium Risk,Protective Engagement
8788-DOXSU,Male,0,No,No,59,DSL,No,No,One year,Yes,Bank transfer (automatic),61.35,3645.5,0,0.04813048372752169,4.813048372752169,Low Risk,Regular engagement
7404-JLKQG,Female,0,No,No,3,DSL,No,No,Month-to-month,No,Electronic check,57.55,161.45,0,0.4646693638188406,46.46693638188406,Medium Risk,Protective Engagement
7421-ZLUPA,Female,0,No,No,8,DSL,No,No,Month-to-month,Yes,Mailed check,29.25,226.95,0,0.46002988461013355,46.00298846101335,Medium Risk,Protective Engagement
8972-HJWNV,Female,1,Yes,No,7,Fiber optic,No,No,Month-to-month,Yes,Electronic check,84.55,646.85,1,0.7968637360843385,79.68637360843385,High Risk,Immediate retention intervention
3274-NSDWE,Female,0,No,No,68,No,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,1441.65,0,0.0025458263891651204,0.25458263891651206,Low Risk,Regular engagement
2632-IVXVF,Female,0,Yes,Yes,68,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),111.75,7511.3,0,0.03333886952693104,3.333886952693104,Low Risk,Regular engagement
3692-JHONH,Female,1,Yes,No,52,Fiber optic,No,No,One year,Yes,Electronic check,106.5,5621.85,0,0.3692922243022978,36.92922243022978,Low Risk,Regular engagement
8915-NNTRC,Male,0,Yes,Yes,72,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),107.7,7919.8,0,0.0432368540103955,4.32368540103955,Low Risk,Regular engagement
5914-GXMDA,Female,0,Yes,No,32,No,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,0,0.02813652676202956,2.813652676202956,Low Risk,Regular engagement
7463-IFMQU,Female,0,Yes,No,72,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1423.65,0,0.002157981479184444,0.2157981479184444,Low Risk,Regular engagement
2920-RNCEZ,Male,0,Yes,Yes,1,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),69.95,69.95,0,0.5638671130820759,56.386711308207595,Medium Risk,Protective Engagement
2541-YGPKE,Male,0,Yes,Yes,42,DSL,Yes,Yes,One year,No,Credit card (automatic),63.7,2763.35,0,0.026298722550678985,2.6298722550678986,Low Risk,Regular engagement
8515-OCTJS,Female,0,No,No,25,No,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,692.1,1,0.024235424412469925,2.4235424412469926,Low Risk,Regular engagement
5382-TEMLV,Male,0,No,No,45,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,0,0.07777038303392465,7.777038303392465,Low Risk,Regular engagement
3441-CGZJH,Female,0,Yes,Yes,43,DSL,Yes,Yes,One year,Yes,Credit card (automatic),60.4,2640.55,0,0.06615315916522191,6.61531591652219,Low Risk,Regular engagement
9592-ERDKV,Male,0,Yes,No,37,DSL,Yes,No,One year,No,Mailed check,79.25,2911.8,0,0.10256202570715679,10.25620257071568,Low Risk,Regular engagement
2860-RANUS,Female,1,No,No,20,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,1,0.6180255079957182,61.80255079957182,Medium Risk,Protective Engagement
5261-QSHQM,Female,0,No,No,4,DSL,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,1,0.6195980327911915,61.95980327911915,Medium Risk,Protective Engagement
4778-IZARL,Male,0,Yes,No,63,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),110.1,6705.7,0,0.04349780215812355,4.3497802158123555,Low Risk,Regular engagement
0432-CAJZV,Male,0,No,No,3,Fiber optic,No,No,Month-to-month,No,Mailed check,90.7,237.65,0,0.6359668598497814,63.59668598497814,Medium Risk,Protective Engagement
7008-LZVOZ,Male,0,Yes,Yes,66,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1672.35,0,0.00464708253358998,0.46470825335899796,Low Risk,Regular engagement
8868-WOZGU,Male,0,No,No,28,Fiber optic,No,No,Month-to-month,Yes,Electronic check,105.7,2979.5,1,0.6594746265173976,65.94746265173977,Medium Risk,Protective Engagement
1200-TUZHR,Female,1,No,No,8,Fiber optic,No,No,Month-to-month,No,Electronic check,85.2,695.75,0,0.7141514306719726,71.41514306719726,High Risk,Immediate retention intervention
9365-CSLBQ,Male,0,No,Yes,71,No,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,0,0.0027954542307427493,0.27954542307427493,Low Risk,Regular engagement
1334-FJSVR,Male,0,No,No,1,DSL,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,1,0.6577018440588897,65.77018440588897,Medium Risk,Protective Engagement
5884-FBCTL,Female,0,Yes,Yes,72,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.1,1857.85,0,0.002518315059459032,0.2518315059459032,Low Risk,Regular engagement
7130-CTCUS,Male,1,Yes,No,16,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,0,0.21129025184448788,21.12902518444879,Low Risk,Regular engagement
6242-FEGFD,Male,0,Yes,No,66,Fiber optic,Yes,Yes,Two year,No,Mailed check,96.6,6424.25,0,0.02249617395207514,2.249617395207514,Low Risk,Regular engagement
7625-XCQRH,Female,0,No,No,11,Fiber optic,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,1,0.6817748521309159,68.17748521309159,Medium Risk,Protective Engagement
6194-HBGQN,Male,0,No,No,51,DSL,Yes,Yes,One year,Yes,Credit card (automatic),81.15,4126.2,0,0.039507054539626156,3.9507054539626156,Low Risk,Regular engagement
7634-WSWDB,Female,0,No,Yes,8,DSL,Yes,No,Month-to-month,Yes,Electronic check,38.5,330.8,0,0.4851295924123271,48.512959241232714,Medium Risk,Protective Engagement
6986-IXNDM,Male,0,No,No,14,Fiber optic,No,No,Month-to-month,Yes,Electronic check,92.9,1337.45,0,0.703114920689929,70.31149206899289,High Risk,Immediate retention intervention
1731-TVIUK,Female,0,No,No,4,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,1,0.6832821516871563,68.32821516871563,Medium Risk,Protective Engagement
2987-BJXIK,Female,0,No,No,70,DSL,Yes,No,Two year,No,Mailed check,84.7,5991.05,0,0.017304957296862808,1.7304957296862808,Low Risk,Regular engagement
9769-TSBZE,Female,0,No,Yes,70,DSL,Yes,Yes,Two year,No,Electronic check,66.0,4891.5,0,0.0065411069349628126,0.6541106934962813,Low Risk,Regular engagement
0406-BPDVR,Female,1,Yes,No,54,Fiber optic,No,No,One year,Yes,Credit card (automatic),101.5,5373.1,1,0.25613313054437153,25.613313054437153,Low Risk,Regular engagement
0618-XWMSS,Male,0,No,Yes,28,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,1,0.25632907380381614,25.632907380381614,Low Risk,Regular engagement
1395-WSWXR,Male,0,No,No,24,No,No internet service,No internet service,Two year,No,Mailed check,20.75,487.05,0,0.02031610813314277,2.031610813314277,Low Risk,Regular engagement
6023-GSSXW,Female,0,Yes,No,69,DSL,No,No,Two year,Yes,Credit card (automatic),61.45,4131.2,0,0.014503613221444233,1.4503613221444234,Low Risk,Regular engagement
6752-APNJL,Male,0,Yes,Yes,42,DSL,Yes,No,Month-to-month,No,Mailed check,54.5,2301.15,0,0.04951842844379315,4.951842844379315,Low Risk,Regular engagement
5276-KQWHG,Female,1,No,No,2,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,1,0.725605272518767,72.5605272518767,High Risk,Immediate retention intervention
0420-HLGXF,Female,1,No,No,39,Fiber optic,No,No,Month-to-month,Yes,Electronic check,99.75,4036.0,0,0.6623876813747035,66.23876813747034,Medium Risk,Protective Engagement
7446-KQISO,Male,0,Yes,Yes,45,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,0,0.11248029287426269,11.248029287426268,Low Risk,Regular engagement
9823-EALYC,Male,0,Yes,Yes,72,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.85,5727.45,0,0.008845504212694007,0.8845504212694008,Low Risk,Regular engagement
0582-AVCLN,Female,0,No,No,38,No,No internet service,No internet service,Two year,No,Mailed check,20.3,743.05,0,0.010653376459183997,1.0653376459183996,Low Risk,Regular engagement
5803-NQJZO,Male,0,Yes,No,72,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),67.8,4804.65,0,0.007925721747661547,0.7925721747661547,Low Risk,Regular engagement
2565-JSLRY,Male,0,No,No,1,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,1,0.3221374261212956,32.21374261212956,Low Risk,Regular engagement
2607-DHDAK,Male,0,Yes,Yes,72,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1414.65,0,0.002481358003278886,0.24813580032788862,Low Risk,Regular engagement
1073-XXCZD,Male,0,Yes,No,55,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,1443.65,0,0.006765207778445585,0.6765207778445586,Low Risk,Regular engagement
0743-HRVFF,Female,0,Yes,Yes,51,DSL,No,Yes,One year,Yes,Electronic check,56.15,2898.95,0,0.10212399936711379,10.212399936711378,Low Risk,Regular engagement
4006-HKYHO,Male,0,No,No,63,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.7,5309.5,0,0.014140032428801868,1.4140032428801868,Low Risk,Regular engagement
